id,symbol,timeframe,signal_type,entry_price,stop_loss,take_profit,confidence,timestamp,status
175,AG,M15,BUY,8.35,8.23243096134226,8.543643122495101,0.7,2025-07-10 07:25:13.382828,not_executed
176,ABSI,M15,BUY,2.77,2.7134074461010527,2.863211265245325,0.8,2025-07-10 07:25:13.391799,not_executed
177,AGNC,M15,BUY,9.48,9.437760164262409,9.549571494156032,0.7,2025-07-10 07:25:13.436671,not_executed
178,ACB,M15,BUY,4.62,4.560720689908919,4.7176365107382505,0.75,2025-07-10 07:25:13.463943,not_executed
179,AMPG,M15,BUY,2.36,2.3043382696834382,2.4516781440508075,0.75,2025-07-10 07:25:13.481861,not_executed
180,INTC,M5,BUY,23.67,23.487294494413987,23.970926715082847,0.75,2025-07-10 07:25:13.487060,not_executed
181,INTC,M15,BUY,23.67,23.416056575101152,24.088259758656932,0.75,2025-07-10 07:25:13.491601,not_executed
182,ACHR,M15,BUY,10.4,10.230886329994078,10.678540162362696,0.8,2025-07-10 07:25:13.509232,not_executed
183,AA,M5,BUY,31.32,31.07069185176563,31.7306251853272,0.75,2025-07-10 07:25:13.531870,not_executed
184,AA,M15,BUY,31.32,30.949768036724038,31.92979382186629,0.75,2025-07-10 07:25:13.536170,not_executed
185,ALE,M5,BUY,65.07,64.97296910426743,65.22981559297126,0.75,2025-07-10 07:25:13.549641,not_executed
186,ALE,M15,BUY,65.07,64.9411423033665,65.28223620621986,0.75,2025-07-10 07:25:13.554074,not_executed
187,ALC,M15,BUY,88.0,87.56930866237444,88.70937396785386,0.75,2025-07-10 07:25:13.589273,not_executed
188,HKDJPY,M15,BUY,18.687,18.65952160163978,18.732258538475655,0.75,2025-07-10 07:25:13.653323,not_executed
189,AI,M15,BUY,26.8,26.290276146012175,27.63954517127407,0.8,2025-07-10 07:25:13.703267,not_executed
190,AEHR,M15,BUY,14.84,14.201468938551468,15.891698218856407,0.75,2025-07-10 07:25:13.711614,not_executed
191,AUDSGD,M5,BUY,0.83925,0.8385912555159044,0.8403349909149812,0.75,2025-07-10 07:25:13.946684,not_executed
