id,signal_id,order_id,symbol,action,volume,price,sl,tp,comment,open_time,close_time,close_price,profit,status
208,617,63695546,EURUSD,SELL,0.1,1.16821,1.16921,1.16671,MrcashondoV2,2025-07-11T03:59:30.471119,,,,open
209,618,63695547,GBPUSD,SELL,0.1,1.35657,1.35757,1.35507,MrcashondoV2,2025-07-11T03:59:32.972450,,,,open
210,619,63695849,USDJPY,BUY,0.03,147.021,146.921,147.171,MrcashondoV2,2025-07-11T04:14:42.710754,,,,open
211,620,63695850,USDJPY,BUY,0.03,147.021,146.83,147.336,MrcashondoV2,2025-07-11T04:14:45.204510,,,,open
212,621,63695851,USDCAD,BUY,0.14,1.36947,1.36847,1.37097,MrcashondoV2,2025-07-11T04:14:47.719335,,,,open
213,622,63695852,USDCAD,BUY,0.1,1.36947,1.36809,1.37175,MrcashondoV2,2025-07-11T04:14:50.204215,,,,open
214,623,63695854,AUDUSD,BUY,0.1,0.65823,0.65723,0.65973,MrcashondoV2,2025-07-11T04:14:52.698195,,,,open
215,624,63695855,USDCHF,BUY,0.08,0.7974,0.7964,0.7989,MrcashondoV2,2025-07-11T04:14:55.186117,,,,open
216,625,63695856,NZDUSD,SELL,0.1,0.60191,0.60291,0.60041,MrcashondoV2,2025-07-11T04:14:57.691743,,,,open
217,626,63695863,GBPJPY,BUY,0.020000000000000025,199.382,199.279,199.551,MrcashondoV2,2025-07-11T04:15:00.185420,,,,open
218,627,63695864,GBPJPY,BUY,0.01999999999999999,199.382,199.153,199.759,MrcashondoV2,2025-07-11T04:15:02.688740,,,,open
219,628,63695865,CADJPY,BUY,0.04,107.355,107.255,107.468,MrcashondoV2,2025-07-11T04:15:05.183791,,,,open
220,629,63695866,CADJPY,BUY,0.04,107.355,107.198,107.614,MrcashondoV2,2025-07-11T04:15:07.683368,,,,open
221,630,63695868,GBPUSD,SELL,0.1,1.35616,1.35716,1.35466,MrcashondoV2,2025-07-11T04:15:10.174953,,,,open
222,631,63696603,USDJPY,BUY,0.03,147.173,147.073,147.316,MrcashondoV2,2025-07-11T04:30:17.536157,,,,open
223,632,63696605,USDJPY,BUY,0.03,147.173,146.996,147.465,MrcashondoV2,2025-07-11T04:30:20.058912,,,,open
224,633,63696606,AUDUSD,BUY,0.1,0.65757,0.65657,0.65913,MrcashondoV2,2025-07-11T04:30:22.562432,,,,open
225,634,63696609,GBPJPY,BUY,0.019999999999999997,199.408,199.307,199.575,MrcashondoV2,2025-07-11T04:30:25.090908,,,,open
226,635,63696610,GBPJPY,BUY,0.019999999999999997,199.408,199.211,199.732,MrcashondoV2,2025-07-11T04:30:27.597782,,,,open
227,636,63696612,AUDCAD,BUY,0.14,0.90071,0.89971,0.90231,MrcashondoV2,2025-07-11T04:30:30.147176,,,,open
228,637,63696613,CADJPY,BUY,0.04,107.431,107.331,107.533,MrcashondoV2,2025-07-11T04:30:32.666496,,,,open
229,638,63696615,CADJPY,BUY,0.040000000000000015,107.431,107.293,107.658,MrcashondoV2,2025-07-11T04:30:35.186797,,,,open
