id,signal_id,order_id,symbol,action,volume,price,sl,tp,comment,open_time,close_time,close_price,profit,status,probabilidad
199,608.0,63695327,EURUSD,SELL,0.1,1.16844,1.16944,1.16694,MrcashondoV2,2025-07-11T03:44:04.327535,,,,open,
200,609.0,63695328,GBPUSD,SELL,0.1,1.35659,1.35759,1.35509,MrcashondoV2,2025-07-11T03:44:06.860380,,,,open,
201,610.0,63695539,USDJPY,BUY,0.03,146.951,146.758,147.269,MrcashondoV2,2025-07-11T03:59:12.387191,,,,open,
202,611.0,63695540,USDCAD,BUY,0.14,1.36909,1.36809,1.37059,MrcashondoV2,2025-07-11T03:59:15.473425,,,,open,
203,612.0,63695541,USDCHF,BUY,0.08,0.79736,0.79636,0.79843,MrcashondoV2,2025-07-11T03:59:17.969069,,,,open,
204,613.0,63695542,NZDUSD,SELL,0.1,0.6022,0.6032,0.6007,MrcashondoV2,2025-07-11T03:59:20.466301,,,,open,
205,614.0,63695543,GBPJPY,BUY,0.020000000000000025,199.348,199.244,199.519,MrcashondoV2,2025-07-11T03:59:22.966709,,,,open,
206,615.0,63695544,GBPJPY,BUY,0.01999999999999999,199.348,199.111,199.739,MrcashondoV2,2025-07-11T03:59:25.473106,,,,open,
207,616.0,63695545,CADJPY,BUY,0.04,107.333,107.169,107.602,MrcashondoV2,2025-07-11T03:59:27.984471,,,,open,
208,617.0,63695546,EURUSD,SELL,0.1,1.16821,1.16921,1.16671,MrcashondoV2,2025-07-11T03:59:30.471119,,,,open,
209,618.0,63695547,GBPUSD,SELL,0.1,1.35657,1.35757,1.35507,MrcashondoV2,2025-07-11T03:59:32.972450,,,,open,
210,619.0,63695849,USDJPY,BUY,0.03,147.021,146.921,147.171,MrcashondoV2,2025-07-11T04:14:42.710754,,,,open,
211,620.0,63695850,USDJPY,BUY,0.03,147.021,146.83,147.336,MrcashondoV2,2025-07-11T04:14:45.204510,,,,open,
212,621.0,63695851,USDCAD,BUY,0.14,1.36947,1.36847,1.37097,MrcashondoV2,2025-07-11T04:14:47.719335,,,,open,
213,622.0,63695852,USDCAD,BUY,0.1,1.36947,1.36809,1.37175,MrcashondoV2,2025-07-11T04:14:50.204215,,,,open,
214,623.0,63695854,AUDUSD,BUY,0.1,0.65823,0.65723,0.65973,MrcashondoV2,2025-07-11T04:14:52.698195,,,,open,
215,624.0,63695855,USDCHF,BUY,0.08,0.7974,0.7964,0.7989,MrcashondoV2,2025-07-11T04:14:55.186117,,,,open,
216,625.0,63695856,NZDUSD,SELL,0.1,0.60191,0.60291,0.60041,MrcashondoV2,2025-07-11T04:14:57.691743,,,,open,
217,626.0,63695863,GBPJPY,BUY,0.020000000000000025,199.382,199.279,199.551,MrcashondoV2,2025-07-11T04:15:00.185420,,,,open,
218,627.0,63695864,GBPJPY,BUY,0.01999999999999999,199.382,199.153,199.759,MrcashondoV2,2025-07-11T04:15:02.688740,,,,open,
219,628.0,63695865,CADJPY,BUY,0.04,107.355,107.255,107.468,MrcashondoV2,2025-07-11T04:15:05.183791,,,,open,
220,629.0,63695866,CADJPY,BUY,0.04,107.355,107.198,107.614,MrcashondoV2,2025-07-11T04:15:07.683368,,,,open,
221,630.0,63695868,GBPUSD,SELL,0.1,1.35616,1.35716,1.35466,MrcashondoV2,2025-07-11T04:15:10.174953,,,,open,
222,631.0,63696603,USDJPY,BUY,0.03,147.173,147.073,147.316,MrcashondoV2,2025-07-11T04:30:17.536157,,,,open,
223,632.0,63696605,USDJPY,BUY,0.03,147.173,146.996,147.465,MrcashondoV2,2025-07-11T04:30:20.058912,,,,open,
224,633.0,63696606,AUDUSD,BUY,0.1,0.65757,0.65657,0.65913,MrcashondoV2,2025-07-11T04:30:22.562432,,,,open,
225,634.0,63696609,GBPJPY,BUY,0.019999999999999997,199.408,199.307,199.575,MrcashondoV2,2025-07-11T04:30:25.090908,,,,open,
226,635.0,63696610,GBPJPY,BUY,0.019999999999999997,199.408,199.211,199.732,MrcashondoV2,2025-07-11T04:30:27.597782,,,,open,
227,636.0,63696612,AUDCAD,BUY,0.14,0.90071,0.89971,0.90231,MrcashondoV2,2025-07-11T04:30:30.147176,,,,open,
228,637.0,63696613,CADJPY,BUY,0.04,107.431,107.331,107.533,MrcashondoV2,2025-07-11T04:30:32.666496,,,,open,
229,638.0,63696615,CADJPY,BUY,0.040000000000000015,107.431,107.293,107.658,MrcashondoV2,2025-07-11T04:30:35.186797,,,,open,
230,,63701838,NZDUSD,SELL,0.1,0.60145,0.60245,0.59995,MrcashondoV2,2025-07-11T05:58:23.092146,,,,open,
231,,63701841,USDCHF,BUY,0.08,0.79719,0.79619,0.79869,MrcashondoV2,2025-07-11T05:58:25.596681,,,,open,
232,,63701842,USDCHF,BUY,0.08,0.79719,0.79619,0.79869,MrcashondoV2,2025-07-11T05:58:28.090152,,,,open,
233,,63701845,USDCAD,BUY,0.14,1.36966,1.36866,1.37116,MrcashondoV2,2025-07-11T05:58:30.587452,,,,open,
234,,63701846,CADJPY,BUY,0.04,107.202,107.046,107.458,MrcashondoV2,2025-07-11T05:58:33.096641,,,,open,
235,,63701847,GBPUSD,SELL,0.1,1.3563,1.3573,1.3548,MrcashondoV2,2025-07-11T05:58:35.602449,,,,open,
236,,63701849,AUDUSD,BUY,0.1,0.65799,0.65699,0.65949,MrcashondoV2,2025-07-11T05:58:38.150629,,,,open,
237,,190275356,AUDUSDm,BUY,0.1,0.6585,0.6575,0.66,MrcashondoV2,2025-07-11T06:57:03.772198+00:00,,,,open,
238,,190275358,USOILm,BUY,0.01,66.057,65.057,67.557,MrcashondoV2,2025-07-11T06:57:04.662386+00:00,,,,open,
239,,190279491,AUDCHFm,BUY,0.08,0.52472,0.52372,0.52622,MrcashondoV2,2025-07-11T07:12:07.243906+00:00,,,,open,
240,,190279494,USDCHFm,BUY,0.08,0.79697,0.79597,0.79847,MrcashondoV2,2025-07-11T07:12:07.769911+00:00,,,,open,
241,,190279495,USDCHFm,BUY,0.08,0.79697,0.79597,0.79832,MrcashondoV2,2025-07-11T07:12:08.300627+00:00,,,,open,
242,,190279499,EURCADm,SELL,0.1,1.6005,1.60184,1.59829,MrcashondoV2,2025-07-11T07:12:09.554924+00:00,,,,open,
243,,190282908,AUDCHFm,BUY,0.08,0.52485,0.52385,0.52635,MrcashondoV2,2025-07-11T07:27:10.917847+00:00,,,,open,
244,,190282910,AUDUSDm,BUY,0.1,0.65895,0.65795,0.66045,MrcashondoV2,2025-07-11T07:27:11.436776+00:00,,,,open,
245,,190282912,USOILm,SELL,0.01,65.97,66.97,64.47,MrcashondoV2,2025-07-11T07:27:12.316278+00:00,,,,open,
246,,190282914,EURCADm,SELL,0.1,1.6007799999999999,1.60211,1.59859,MrcashondoV2,2025-07-11T07:27:12.885225+00:00,,,,open,
247,,190286307,EURUSDm,BUY,0.1,1.16928,1.16828,1.17042,MrcashondoV2,2025-07-11T07:42:15.689021+00:00,,,,open,
248,,190286312,USOILm,SELL,0.01,65.986,66.986,64.486,MrcashondoV2,2025-07-11T07:42:16.568471+00:00,,,,open,
249,,190289568,EURUSDm,SELL,0.1,1.1687,1.1697,1.16752,MrcashondoV2,2025-07-11T07:57:19.725413+00:00,,,,open,
250,,190289572,EURGBPm,BUY,0.07,0.86299,0.86199,0.86407,MrcashondoV2,2025-07-11T07:57:20.579737+00:00,,,,open,
251,,190292500,AUDUSDm,BUY,0.1,0.65773,0.65671,0.65941,MrcashondoV2,2025-07-11T08:12:23.600629+00:00,,,,open,
252,,190292503,EURUSDm,BUY,0.1,1.1689,1.1679,1.17021,MrcashondoV2,2025-07-11T08:12:24.140426+00:00,,,,open,
253,,190292505,EURGBPm,BUY,0.07,0.86343,0.86243,0.86454,MrcashondoV2,2025-07-11T08:12:25.010246+00:00,,,,open,
254,,190292507,NZDUSDm,BUY,0.1,0.60167,0.60067,0.60322,MrcashondoV2,2025-07-11T08:12:25.537182+00:00,,,,open,
255,,190292508,AUDCADm,BUY,0.14,0.90102,0.90002,0.90256,MrcashondoV2,2025-07-11T08:12:26.095212+00:00,,,,open,
256,,190292512,EURCADm,BUY,0.1,1.60126,1.59991,1.60348,MrcashondoV2,2025-07-11T08:12:27.570539+00:00,,,,open,
257,,190295379,CADCHFm,SELL,0.08,0.5819,0.5829,0.5804,MrcashondoV2,2025-07-11T08:27:30.016482+00:00,,,,open,
258,,190295387,CADCHFm,SELL,0.08,0.5819,0.5829,0.58074,MrcashondoV2,2025-07-11T08:27:30.591149+00:00,,,,open,
259,,190295392,AUDCHFm,BUY,0.08,0.52441,0.52341,0.52591,MrcashondoV2,2025-07-11T08:27:31.175520+00:00,,,,open,
260,,190295399,AUDCHFm,BUY,0.08,0.52441,0.52341,0.5258,MrcashondoV2,2025-07-11T08:27:31.742048+00:00,,,,open,
261,,190295404,AUDUSDm,BUY,0.1,0.65798,0.65698,0.65948,MrcashondoV2,2025-07-11T08:27:32.284382+00:00,,,,open,
262,,190295412,AUDUSDm,BUY,0.1,0.65798,0.65698,0.6596,MrcashondoV2,2025-07-11T08:27:32.818882+00:00,,,,open,
263,,190295422,USDCHFm,BUY,0.08,0.79695,0.79595,0.79798,MrcashondoV2,2025-07-11T08:27:33.819590+00:00,,,,open,
264,,190295425,NZDCHFm,BUY,0.08,0.47954,0.47854,0.4807,MrcashondoV2,2025-07-11T08:27:34.379248+00:00,,,,open,
265,,190295433,USOILm,SELL,0.01,65.902,66.902,64.402,MrcashondoV2,2025-07-11T08:27:34.971790+00:00,,,,open,
266,,190295437,NZDUSDm,BUY,0.1,0.60168,0.60068,0.60313,MrcashondoV2,2025-07-11T08:27:35.503122+00:00,,,,open,
267,,190299164,CADCHFm,SELL,0.08,0.58181,0.58281,0.58031,MrcashondoV2,2025-07-11T08:42:38.466819+00:00,,,,open,
268,,190299166,CADCHFm,SELL,0.08,0.58181,0.58281,0.58072,MrcashondoV2,2025-07-11T08:42:39.033237+00:00,,,,open,
269,,190299168,AUDCHFm,BUY,0.08,0.52441,0.52341,0.52591,MrcashondoV2,2025-07-11T08:42:39.601724+00:00,,,,open,
270,,190299169,AUDCHFm,BUY,0.08,0.52441,0.52341,0.52573,MrcashondoV2,2025-07-11T08:42:40.175015+00:00,,,,open,
271,,190299172,AUDUSDm,BUY,0.1,0.65788,0.65688,0.65938,MrcashondoV2,2025-07-11T08:42:40.700295+00:00,,,,open,
272,,190299173,AUDUSDm,BUY,0.1,0.65788,0.65688,0.65938,MrcashondoV2,2025-07-11T08:42:41.236984+00:00,,,,open,
273,,190299174,EURUSDm,SELL,0.1,1.16855,1.16955,1.16738,MrcashondoV2,2025-07-11T08:42:41.803220+00:00,,,,open,
274,,190299175,NZDCADm,BUY,0.14,0.82408,0.82308,0.82533,MrcashondoV2,2025-07-11T08:42:42.951587+00:00,,,,open,
275,,190299176,EURGBPm,BUY,0.07,0.86339,0.86239,0.86464,MrcashondoV2,2025-07-11T08:42:43.507743+00:00,,,,open,
276,,190299179,NZDCHFm,BUY,0.08,0.47949,0.47849,0.48061,MrcashondoV2,2025-07-11T08:42:44.072348+00:00,,,,open,
277,,190299185,NZDUSDm,BUY,0.1,0.60152,0.60052,0.60289,MrcashondoV2,2025-07-11T08:42:44.598720+00:00,,,,open,
278,,190299187,EURCADm,SELL,0.1,1.60084,1.60216,1.59867,MrcashondoV2,2025-07-11T08:42:45.774688+00:00,,,,open,
279,,190303064,CADCHFm,SELL,0.08,0.58187,0.58287,0.58037,MrcashondoV2,2025-07-11T08:57:49.588475+00:00,,,,open,
280,,190303065,CADCHFm,SELL,0.08,0.58187,0.58287,0.58075,MrcashondoV2,2025-07-11T08:57:50.152984+00:00,,,,open,
281,,190303070,EURUSDm,SELL,0.1,1.16807,1.16907,1.16689,MrcashondoV2,2025-07-11T08:57:50.777618+00:00,,,,open,
282,,190303073,AUDCADm,BUY,0.14,0.90036,0.89936,0.902,MrcashondoV2,2025-07-11T08:57:52.249421+00:00,,,,open,
283,,190305693,CADCHFm,SELL,0.08,0.58161,0.58261,0.58051,MrcashondoV2,2025-07-11T09:12:56.145136+00:00,,,,open,
284,,190305694,AUDUSDm,SELL,0.1,0.65759,0.65859,0.65609,MrcashondoV2,2025-07-11T09:12:56.692016+00:00,,,,open,
285,,190305695,EURUSDm,SELL,0.1,1.16869,1.16969,1.16758,MrcashondoV2,2025-07-11T09:12:57.242168+00:00,,,,open,
286,,190305700,NZDCADm,BUY,0.14,0.82392,0.82292,0.82531,MrcashondoV2,2025-07-11T09:12:58.125367+00:00,,,,open,
287,,190305701,AUDCADm,BUY,0.14,0.90085,0.89984,0.90251,MrcashondoV2,2025-07-11T09:12:59.051614+00:00,,,,open,
288,,190305711,GBPAUDm,SELL,0.13,2.05934,2.06052,2.0574,MrcashondoV2,2025-07-11T09:13:01.256333+00:00,,,,open,
289,,190305714,EURCADm,BUY,0.1,1.60102,1.5996,1.60336,MrcashondoV2,2025-07-11T09:13:01.825510+00:00,,,,open,
290,,190308210,CADCHFm,SELL,0.08,0.5817,0.5827,0.58069,MrcashondoV2,2025-07-11T09:28:05.844235+00:00,,,,open,
291,,190308211,EURUSDm,SELL,0.1,1.1683,1.1693,1.16717,MrcashondoV2,2025-07-11T09:28:06.366851+00:00,,,,open,
292,,190308213,NZDCADm,BUY,0.14,0.82357,0.82257,0.82491,MrcashondoV2,2025-07-11T09:28:07.555900+00:00,,,,open,
293,,190308216,USDCADm,BUY,0.14,1.3701400000000001,1.36914,1.37168,MrcashondoV2,2025-07-11T09:28:08.082139+00:00,,,,open,
294,,190308217,AUDCADm,BUY,0.14,0.90044,0.89944,0.90207,MrcashondoV2,2025-07-11T09:28:08.654995+00:00,,,,open,
295,,190308218,GBPAUDm,SELL,0.12,2.06051,2.06173,2.05851,MrcashondoV2,2025-07-11T09:28:10.430384+00:00,,,,open,
296,,190312235,CADCHFm,SELL,0.08,0.58162,0.58262,0.58012,MrcashondoV2,2025-07-11T09:43:12.970063+00:00,,,,open,
297,,190312239,AUDUSDm,BUY,0.1,0.65796,0.65696,0.65946,MrcashondoV2,2025-07-11T09:43:13.519681+00:00,,,,open,
298,,190312240,AUDUSDm,BUY,0.1,0.65796,0.65695,0.65962,MrcashondoV2,2025-07-11T09:43:14.047253+00:00,,,,open,
299,,190312242,EURUSDm,BUY,0.1,1.16912,1.16812,1.17029,MrcashondoV2,2025-07-11T09:43:14.588356+00:00,,,,open,
300,,190312244,GBPUSDm,SELL,0.1,1.35522,1.35622,1.3538,MrcashondoV2,2025-07-11T09:43:15.114870+00:00,,,,open,
301,,190312246,NZDCADm,BUY,0.14,0.82403,0.82303,0.82539,MrcashondoV2,2025-07-11T09:43:15.686171+00:00,,,,open,
302,,190312247,EURGBPm,BUY,0.07,0.86261,0.86161,0.86383,MrcashondoV2,2025-07-11T09:43:16.249152+00:00,,,,open,
303,,190312249,NZDUSDm,BUY,0.1,0.60167,0.60067,0.60312,MrcashondoV2,2025-07-11T09:43:16.811334+00:00,,,,open,
304,,190312251,AUDCADm,BUY,0.13,0.90105,0.90003,0.90273,MrcashondoV2,2025-07-11T09:43:17.385755+00:00,,,,open,
305,,190312265,GBPAUDm,SELL,0.13,2.05948,2.06069,2.05749,MrcashondoV2,2025-07-11T09:43:19.141320+00:00,,,,open,
306,,190312267,EURCADm,BUY,0.1,1.60113,1.5998,1.60332,MrcashondoV2,2025-07-11T09:43:19.712752+00:00,,,,open,
307,,190315227,AUDUSDm,SELL,0.1,0.65759,0.65859,0.65609,MrcashondoV2,2025-07-11T09:58:24.190484+00:00,,,,open,
308,,190315229,EURUSDm,BUY,0.1,1.16936,1.16836,1.17045,MrcashondoV2,2025-07-11T09:58:24.726045+00:00,,,,open,
309,,190315230,GBPUSDm,SELL,0.1,1.35433,1.35533,1.35286,MrcashondoV2,2025-07-11T09:58:25.573660+00:00,,,,open,
310,,190315233,EURGBPm,BUY,0.07,0.86339,0.86239,0.86475,MrcashondoV2,2025-07-11T09:58:26.164346+00:00,,,,open,
311,,190315237,USDCADm,BUY,0.14,1.3700700000000001,1.36907,1.37171,MrcashondoV2,2025-07-11T09:58:26.733669+00:00,,,,open,
312,,190315238,NZDUSDm,SELL,0.1,0.60138,0.60238,0.60002,MrcashondoV2,2025-07-11T09:58:27.274131+00:00,,,,open,
313,,190315239,AUDCADm,BUY,0.14,0.90086,0.89986,0.90248,MrcashondoV2,2025-07-11T09:58:27.835799+00:00,,,,open,
314,,190315268,GBPAUDm,SELL,0.13,2.05937,2.06055,2.05742,MrcashondoV2,2025-07-11T09:58:29.610025+00:00,,,,open,
315,,190315278,EURCADm,BUY,0.1,1.60205,1.60063,1.60438,MrcashondoV2,2025-07-11T09:58:30.167811+00:00,,,,open,
316,,190317976,AUDCHFm,SELL,0.08,0.5239,0.5249,0.5224,MrcashondoV2,2025-07-11T10:13:35.391966+00:00,,,,open,
317,,190317978,AUDUSDm,BUY,0.1,0.65827,0.65727,0.65977,MrcashondoV2,2025-07-11T10:13:35.928091+00:00,,,,open,
318,,190317981,AUDUSDm,BUY,0.1,0.65827,0.65726,0.65993,MrcashondoV2,2025-07-11T10:13:36.463635+00:00,,,,open,
319,,190317982,EURUSDm,BUY,0.1,1.16937,1.16837,1.17037,MrcashondoV2,2025-07-11T10:13:36.994229+00:00,,,,open,
320,,190318006,GBPUSDm,SELL,0.1,1.3548499999999999,1.35585,1.35348,MrcashondoV2,2025-07-11T10:13:37.834878+00:00,,,,open,
321,,190318008,NZDCADm,BUY,0.14,0.82442,0.82342,0.82571,MrcashondoV2,2025-07-11T10:13:38.392554+00:00,,,,open,
322,,190318009,USDCADm,BUY,0.14,1.36937,1.36837,1.37102,MrcashondoV2,2025-07-11T10:13:38.915617+00:00,,,,open,
323,,190318010,NZDUSDm,BUY,0.1,0.60204,0.60104,0.60345,MrcashondoV2,2025-07-11T10:13:39.464256+00:00,,,,open,
324,,190318011,AUDCADm,BUY,0.14,0.90136,0.90035,0.90302,MrcashondoV2,2025-07-11T10:13:40.019684+00:00,,,,open,
325,,190318018,GBPAUDm,SELL,0.11,2.0580600000000002,2.05943,2.05581,MrcashondoV2,2025-07-11T10:13:40.878408+00:00,,,,open,
326,,190321682,CADCHFm,SELL,0.08,0.58134,0.58234,0.57984,MrcashondoV2,2025-07-11T10:28:52.354669+00:00,,,,open,
327,,190321683,CADCHFm,SELL,0.08,0.58134,0.58234,0.58021,MrcashondoV2,2025-07-11T10:28:52.977419+00:00,,,,open,
328,,190321684,AUDCHFm,BUY,0.08,0.52419,0.52319,0.52569,MrcashondoV2,2025-07-11T10:28:53.539030+00:00,,,,open,
329,,190321685,AUDUSDm,BUY,0.1,0.65847,0.65747,0.65997,MrcashondoV2,2025-07-11T10:28:54.076468+00:00,,,,open,
330,,190321686,AUDUSDm,BUY,0.1,0.65847,0.65747,0.66001,MrcashondoV2,2025-07-11T10:28:54.619881+00:00,,,,open,
331,,190321689,NZDCADm,BUY,0.14,0.82456,0.82356,0.82579,MrcashondoV2,2025-07-11T10:28:55.514088+00:00,,,,open,
332,,190321690,EURGBPm,BUY,0.07,0.86347,0.86247,0.86484,MrcashondoV2,2025-07-11T10:28:56.084137+00:00,,,,open,
333,,190321693,USDCADm,BUY,0.14,1.3693,1.3683,1.37085,MrcashondoV2,2025-07-11T10:28:56.624465+00:00,,,,open,
334,,190321695,USOILm,BUY,0.01,66.008,65.008,67.508,MrcashondoV2,2025-07-11T10:28:57.225072+00:00,,,,open,
335,,190321706,NZDUSDm,BUY,0.1,0.60215,0.60115,0.60349,MrcashondoV2,2025-07-11T10:28:57.768444+00:00,,,,open,
336,,190321713,AUDCADm,BUY,0.14,0.90158,0.90058,0.90313,MrcashondoV2,2025-07-11T10:28:58.365333+00:00,,,,open,
337,,190325642,CADCHFm,SELL,0.08,0.58141,0.58241,0.57991,MrcashondoV2,2025-07-11T10:44:09.808490+00:00,,,,open,
338,,190325643,CADCHFm,SELL,0.08,0.58141,0.58241,0.58029,MrcashondoV2,2025-07-11T10:44:10.368250+00:00,,,,open,
339,,190325647,AUDUSDm,BUY,0.1,0.65859,0.65759,0.66009,MrcashondoV2,2025-07-11T10:44:10.896587+00:00,,,,open,
340,,190325649,AUDUSDm,BUY,0.1,0.65859,0.65759,0.66005,MrcashondoV2,2025-07-11T10:44:11.439883+00:00,,,,open,
341,,190325651,EURUSDm,BUY,0.1,1.16904,1.16804,1.17054,MrcashondoV2,2025-07-11T10:44:11.988670+00:00,,,,open,
342,,190325654,USDCADm,BUY,0.14,1.36898,1.36798,1.3705,MrcashondoV2,2025-07-11T10:44:12.846578+00:00,,,,open,
343,,190328948,AUDUSDm,BUY,0.1,0.65874,0.65774,0.66018,MrcashondoV2,2025-07-11T10:59:17.946264+00:00,,,,open,
344,,190328952,EURUSDm,BUY,0.1,1.16925,1.16825,1.17075,MrcashondoV2,2025-07-11T10:59:18.511794+00:00,,,,open,
345,,190328955,NZDCADm,BUY,0.14,0.82422,0.82322,0.82545,MrcashondoV2,2025-07-11T10:59:19.400773+00:00,,,,open,
346,,190328958,EURGBPm,BUY,0.07,0.86411,0.86311,0.86548,MrcashondoV2,2025-07-11T10:59:19.973307+00:00,,,,open,
347,,190328961,USDCADm,BUY,0.14,1.36905,1.36805,1.37049,MrcashondoV2,2025-07-11T10:59:20.523699+00:00,,,,open,
348,,190328962,USOILm,SELL,0.01,65.95,66.95,64.45,MrcashondoV2,2025-07-11T10:59:21.123068+00:00,,,,open,
349,,190328968,EURCADm,SELL,0.1,1.60072,1.60209,1.59847,MrcashondoV2,2025-07-11T10:59:22.630227+00:00,,,,open,
350,,190333704,AUDUSDm,BUY,0.1,0.65886,0.65786,0.66031,MrcashondoV2,2025-07-11T11:14:28.961231+00:00,,,,open,
351,,190333712,EURGBPm,BUY,0.07,0.86418,0.86318,0.86553,MrcashondoV2,2025-07-11T11:14:29.838774+00:00,,,,open,
352,,190333721,USDCADm,BUY,0.14,1.36898,1.36798,1.37042,MrcashondoV2,2025-07-11T11:14:30.401516+00:00,,,,open,
353,,190333725,USOILm,BUY,0.01,66.037,65.037,67.537,MrcashondoV2,2025-07-11T11:14:30.977359+00:00,,,,open,
354,,190333738,EURCADm,BUY,0.1,1.60117,1.59974,1.60352,MrcashondoV2,2025-07-11T11:14:32.458406+00:00,,,,open,
355,,190339665,CADCHFm,SELL,0.08,0.58182,0.58282,0.58063,MrcashondoV2,2025-07-11T11:29:37.870697+00:00,,,,open,
356,,190339670,AUDCHFm,BUY,0.08,0.5245,0.5235,0.52573,MrcashondoV2,2025-07-11T11:29:38.446321+00:00,,,,open,
357,,190339672,AUDUSDm,BUY,0.1,0.65844,0.65744,0.65994,MrcashondoV2,2025-07-11T11:29:38.977561+00:00,,,,open,
358,,190339675,EURUSDm,SELL,0.1,1.1688,1.1698,1.16769,MrcashondoV2,2025-07-11T11:29:39.507408+00:00,,,,open,
359,,190339677,NZDCADm,BUY,0.14,0.82377,0.82277,0.82519,MrcashondoV2,2025-07-11T11:29:40.680465+00:00,,,,open,
360,,190339678,EURGBPm,BUY,0.07,0.86448,0.86348,0.86593,MrcashondoV2,2025-07-11T11:29:41.247685+00:00,,,,open,
361,,190339680,USDCADm,BUY,0.14,1.36902,1.36802,1.3704,MrcashondoV2,2025-07-11T11:29:41.779377+00:00,,,,open,
362,,190339684,USOILm,BUY,0.01,66.187,65.187,67.687,MrcashondoV2,2025-07-11T11:29:42.380785+00:00,,,,open,
363,,190339687,NZDUSDm,BUY,0.1,0.60168,0.60068,0.60306,MrcashondoV2,2025-07-11T11:29:42.917407+00:00,,,,open,
364,,190339690,EURCADm,SELL,0.09,1.60005,1.60158,1.59754,MrcashondoV2,2025-07-11T11:29:43.773062+00:00,,,,open,
365,,190344748,CADCHFm,SELL,0.08,0.58184,0.58284,0.5807,MrcashondoV2,2025-07-11T11:44:47.542588+00:00,,,,open,
366,,190344750,AUDCHFm,BUY,0.08,0.52451,0.52351,0.52568,MrcashondoV2,2025-07-11T11:44:48.120009+00:00,,,,open,
367,,190344752,AUDUSDm,BUY,0.1,0.65856,0.65756,0.66006,MrcashondoV2,2025-07-11T11:44:48.653715+00:00,,,,open,
368,,190344753,AUDUSDm,BUY,0.1,0.65856,0.65756,0.65997,MrcashondoV2,2025-07-11T11:44:49.181893+00:00,,,,open,
369,,190344759,NZDCADm,BUY,0.14,0.8238,0.8228,0.82513,MrcashondoV2,2025-07-11T11:44:49.746656+00:00,,,,open,
370,,190344763,EURGBPm,BUY,0.07,0.86509,0.86409,0.86662,MrcashondoV2,2025-07-11T11:44:50.304836+00:00,,,,open,
371,,190344766,EURCADm,SELL,0.09,1.60029,1.60174,1.59791,MrcashondoV2,2025-07-11T11:44:51.233213+00:00,,,,open,
372,,190351642,CADCHFm,SELL,0.08,0.5814,0.5824,0.5799,MrcashondoV2,2025-07-11T11:59:54.437795+00:00,,,,open,
373,,190351645,CADCHFm,SELL,0.08,0.5814,0.5824,0.58021,MrcashondoV2,2025-07-11T11:59:55.020738+00:00,,,,open,
374,,190351648,AUDUSDm,BUY,0.1,0.65795,0.65695,0.65946,MrcashondoV2,2025-07-11T11:59:55.559002+00:00,,,,open,
375,,190351649,EURUSDm,SELL,0.1,1.16877,1.16977,1.16764,MrcashondoV2,2025-07-11T11:59:56.112899+00:00,,,,open,
376,,190351656,NZDCADm,BUY,0.14,0.82355,0.82255,0.82489,MrcashondoV2,2025-07-11T11:59:57.309086+00:00,,,,open,
377,,190351719,USDCHFm,BUY,0.08,0.79625,0.79525,0.7978,MrcashondoV2,2025-07-11T11:59:57.857582+00:00,,,,open,
378,,190351768,EURGBPm,BUY,0.07,0.8655,0.8645,0.86706,MrcashondoV2,2025-07-11T11:59:58.442180+00:00,,,,open,
379,,190351792,USDCADm,BUY,0.14,1.3695300000000001,1.36853,1.37106,MrcashondoV2,2025-07-11T11:59:59.019875+00:00,,,,open,
380,,190351810,USOILm,BUY,0.01,66.45,65.45,67.95,MrcashondoV2,2025-07-11T11:59:59.682004+00:00,,,,open,
381,,190351822,USOILm,BUY,0.01,66.45,65.45,67.95,MrcashondoV2,2025-07-11T12:00:00.312337+00:00,,,,open,
382,,190351829,NZDUSDm,SELL,0.1,0.6013,0.6023,0.59991,MrcashondoV2,2025-07-11T12:00:00.857286+00:00,,,,open,
383,,190351838,AUDCADm,BUY,0.14,0.901,0.9,0.90246,MrcashondoV2,2025-07-11T12:00:01.474671+00:00,,,,open,
384,,190351850,EURCADm,SELL,0.1,1.60059,1.602,1.59826,MrcashondoV2,2025-07-11T12:00:02.682071+00:00,,,,open,
385,,190359413,CADCHFm,SELL,0.08,0.58154,0.58254,0.58004,MrcashondoV2,2025-07-11T12:15:07.943653+00:00,,,,open,
386,,190359418,CADCHFm,SELL,0.08,0.58154,0.58254,0.58047,MrcashondoV2,2025-07-11T12:15:08.538015+00:00,,,,open,
387,,190359424,EURUSDm,SELL,0.1,1.16853,1.16953,1.16746,MrcashondoV2,2025-07-11T12:15:09.079301+00:00,,,,open,
388,,190365590,CADCHFm,BUY,0.08,0.58255,0.58155,0.58359,MrcashondoV2,2025-07-11T12:30:15.752602+00:00,,,,open,
389,,190365596,CADCHFm,BUY,0.08,0.58255,0.58155,0.58404,MrcashondoV2,2025-07-11T12:30:16.322429+00:00,,,,open,
390,,190365604,AUDCHFm,SELL,0.08,0.52396,0.52496,0.52246,MrcashondoV2,2025-07-11T12:30:16.890662+00:00,,,,open,
391,,190365611,AUDCHFm,BUY,0.08,0.52396,0.52296,0.52514,MrcashondoV2,2025-07-11T12:30:17.519128+00:00,,,,open,
392,,190365624,AUDUSDm,BUY,0.1,0.6579,0.6569,0.6594,MrcashondoV2,2025-07-11T12:30:18.042148+00:00,,,,open,
