id,signal_id,order_id,symbol,action,volume,price,sl,tp,comment,open_time,close_time,close_price,profit,status,probabilidad
34,442.0,63682419,EURUSD,SELL,0.1,1.16933,1.17033,1.16783,MrcashondoV2,2025-07-10T18:08:16.610516,,,,open,
35,443.0,63682420,GBPUSD,SELL,0.1,1.35733,1.35833,1.35625,MrcashondoV2,2025-07-10T18:08:19.143170,,,,open,
36,444.0,63682421,AUDUSD,BUY,0.1,0.65778,0.65678,0.65928,MrcashondoV2,2025-07-10T18:08:21.644308,,,,open,
37,445.0,63682422,AUDUSD,BUY,0.1,0.65778,0.65678,0.65898,MrcashondoV2,2025-07-10T18:08:24.163767,,,,open,
38,446.0,63682925,NZDUSD,BUY,0.1,0.60271,0.60171,0.60384,MrcashondoV2,2025-07-10T18:23:27.275014,,,,open,
39,447.0,63682926,AUDCAD,BUY,0.14,0.89972,0.89872,0.90094,MrcashondoV2,2025-07-10T18:23:29.779163,,,,open,
40,448.0,63682929,CADJPY,SELL,0.04,106.958,107.058,106.797,MrcashondoV2,2025-07-10T18:23:32.290038,,,,open,
41,449.0,63682930,AUDUSD,BUY,0.1,0.65808,0.65708,0.65958,MrcashondoV2,2025-07-10T18:23:34.802909,,,,open,
42,450.0,63682931,AUDUSD,BUY,0.1,0.65808,0.65708,0.6593,MrcashondoV2,2025-07-10T18:23:37.334477,,,,open,
43,451.0,63682932,USDCHF,BUY,0.08,0.79718,0.79618,0.79849,MrcashondoV2,2025-07-10T18:23:39.871668,,,,open,
44,452.0,63683652,CADJPY,BUY,0.04,106.991,106.891,107.148,MrcashondoV2,2025-07-10T18:38:45.111009,,,,open,
45,453.0,63683656,EURUSD,SELL,0.1,1.16886,1.16986,1.16736,MrcashondoV2,2025-07-10T18:38:47.617980,,,,open,
46,454.0,63683660,USDCHF,BUY,0.08,0.7972,0.7962,0.7987,MrcashondoV2,2025-07-10T18:38:50.153389,,,,open,
47,455.0,63683907,AUDUSD,BUY,0.1,0.65826,0.65726,0.65976,MrcashondoV2,2025-07-10T18:47:59.080905,,,,open,
48,456.0,63683908,AUDUSD,BUY,0.1,0.65826,0.65726,0.65934,MrcashondoV2,2025-07-10T18:48:01.642842,,,,open,
49,457.0,63683909,NZDUSD,BUY,0.1,0.60283,0.60183,0.60433,MrcashondoV2,2025-07-10T18:48:04.151381,,,,open,
50,458.0,63683910,NZDUSD,BUY,0.1,0.60283,0.60183,0.60384,MrcashondoV2,2025-07-10T18:48:06.653608,,,,open,
51,459.0,63683911,USDCHF,BUY,0.08,0.79726,0.79626,0.79876,MrcashondoV2,2025-07-10T18:48:09.154680,,,,open,
52,460.0,63683914,AUDCAD,BUY,0.14,0.89968,0.89868,0.90079,MrcashondoV2,2025-07-10T18:48:11.649606,,,,open,
53,461.0,63683915,CADJPY,BUY,0.04,106.995,106.895,107.146,MrcashondoV2,2025-07-10T18:48:14.175631,,,,open,
54,462.0,63684339,AUDUSD,BUY,0.1,0.65843,0.65743,0.65993,MrcashondoV2,2025-07-10T19:03:17.273911,,,,open,
55,463.0,63684342,AUDUSD,BUY,0.1,0.65843,0.65743,0.65948,MrcashondoV2,2025-07-10T19:03:19.776277,,,,open,
56,464.0,63684343,NZDUSD,BUY,0.1,0.60293,0.60193,0.60443,MrcashondoV2,2025-07-10T19:03:22.287940,,,,open,
57,465.0,63684346,NZDUSD,BUY,0.1,0.60293,0.60193,0.60394,MrcashondoV2,2025-07-10T19:03:24.812739,,,,open,
58,466.0,63684347,USDCHF,BUY,0.08,0.79713,0.79613,0.79863,MrcashondoV2,2025-07-10T19:03:27.315509,,,,open,
59,467.0,63684348,AUDCAD,BUY,0.14,0.89996,0.89896,0.90111,MrcashondoV2,2025-07-10T19:03:29.824109,,,,open,
60,468.0,63684350,CADJPY,BUY,0.04,106.987,106.887,107.143,MrcashondoV2,2025-07-10T19:03:32.417145,,,,open,
61,469.0,63684351,GBPUSD,SELL,0.1,1.35764,1.35864,1.35614,MrcashondoV2,2025-07-10T19:03:34.926565,,,,open,
62,470.0,63688697,GBPUSD,BUY,0.1,1.35843,1.35743,1.35993,MrcashondoV2,2025-07-10T22:34:30.083575,,,,open,
63,471.0,63688698,GBPUSD,SELL,0.1,1.35843,1.35943,1.35696,MrcashondoV2,2025-07-10T22:34:32.594156,,,,open,
64,472.0,63688699,AUDUSD,BUY,0.1,0.65925,0.65825,0.66075,MrcashondoV2,2025-07-10T22:34:35.106353,,,,open,
65,473.0,63688701,AUDUSD,BUY,0.1,0.65925,0.65825,0.6603,MrcashondoV2,2025-07-10T22:34:37.604904,,,,open,
66,474.0,63688702,USDCHF,BUY,0.08,0.79649,0.79549,0.79799,MrcashondoV2,2025-07-10T22:34:40.109107,,,,open,
67,475.0,63688704,AUDCAD,BUY,0.14,0.90006,0.89906,0.90143,MrcashondoV2,2025-07-10T22:34:42.625458,,,,open,
68,476.0,63688705,EURUSD,BUY,0.1,1.17055,1.16955,1.17205,MrcashondoV2,2025-07-10T22:34:45.132834,,,,open,
69,477.0,63688706,EURUSD,SELL,0.1,1.17055,1.17155,1.16905,MrcashondoV2,2025-07-10T22:34:47.651123,,,,open,
70,478.0,63688885,GBPUSD,BUY,0.1,1.35846,1.35746,1.35996,MrcashondoV2,2025-07-10T22:43:18.684751,,,,open,
71,479.0,63688886,GBPUSD,SELL,0.1,1.35846,1.35946,1.35693,MrcashondoV2,2025-07-10T22:43:21.219017,,,,open,
72,480.0,63688887,AUDUSD,BUY,0.1,0.65933,0.65833,0.66083,MrcashondoV2,2025-07-10T22:43:23.727454,,,,open,
73,481.0,63688888,AUDUSD,BUY,0.1,0.65933,0.65833,0.66045,MrcashondoV2,2025-07-10T22:43:26.227135,,,,open,
74,482.0,63688889,NZDUSD,BUY,0.1,0.604,0.603,0.6055,MrcashondoV2,2025-07-10T22:43:28.726140,,,,open,
75,483.0,63688890,NZDUSD,BUY,0.1,0.604,0.603,0.6055,MrcashondoV2,2025-07-10T22:43:31.226234,,,,open,
76,484.0,63688891,USDCHF,BUY,0.08,0.79643,0.79543,0.79793,MrcashondoV2,2025-07-10T22:43:33.741168,,,,open,
77,485.0,63688892,GBPJPY,SELL,0.019999999999999997,198.577,198.677,198.452,MrcashondoV2,2025-07-10T22:43:36.321315,,,,open,
78,486.0,63688893,AUDCAD,BUY,0.14,0.90018,0.89918,0.90164,MrcashondoV2,2025-07-10T22:43:38.829451,,,,open,
79,487.0,63688894,CADJPY,BUY,0.04,107.055,106.955,107.205,MrcashondoV2,2025-07-10T22:43:41.330475,,,,open,
80,488.0,63688895,EURUSD,BUY,0.1,1.17056,1.16956,1.17206,MrcashondoV2,2025-07-10T22:43:43.845802,,,,open,
81,489.0,63688896,EURUSD,SELL,0.1,1.17056,1.17156,1.16906,MrcashondoV2,2025-07-10T22:43:46.353650,,,,open,
82,490.0,63689326,USDCHF,BUY,0.08,0.79654,0.79554,0.79804,MrcashondoV2,2025-07-10T23:17:11.158437,,,,open,
83,491.0,63689327,USDCHF,BUY,0.08,0.79654,0.79554,0.79804,MrcashondoV2,2025-07-10T23:17:13.668889,,,,open,
84,492.0,63689328,CADJPY,BUY,0.04,107.051,106.951,107.201,MrcashondoV2,2025-07-10T23:17:16.187420,,,,open,
85,493.0,63689372,EURUSD,SELL,0.1,1.17054,1.17154,1.16904,MrcashondoV2,2025-07-10T23:28:38.398159,,,,open,
86,494.0,63689373,AUDUSD,BUY,0.1,0.65936,0.65836,0.66086,MrcashondoV2,2025-07-10T23:28:41.208401,,,,open,
87,495.0,63689374,AUDUSD,BUY,0.1,0.65936,0.65836,0.66086,MrcashondoV2,2025-07-10T23:28:44.015294,,,,open,
88,496.0,63689375,USDCHF,BUY,0.08,0.79647,0.79547,0.79797,MrcashondoV2,2025-07-10T23:28:46.887028,,,,open,
89,497.0,63689376,USDCHF,BUY,0.08,0.79647,0.79547,0.79797,MrcashondoV2,2025-07-10T23:28:49.702484,,,,open,
90,498.0,63689377,NZDUSD,BUY,0.1,0.60424,0.60324,0.60574,MrcashondoV2,2025-07-10T23:28:52.550492,,,,open,
91,499.0,63689379,NZDUSD,BUY,0.1,0.60424,0.60324,0.60574,MrcashondoV2,2025-07-10T23:28:55.374150,,,,open,
92,500.0,63689592,EURUSD,SELL,0.1,1.17017,1.17117,1.16867,MrcashondoV2,2025-07-10T23:43:58.823851,,,,open,
93,501.0,63689593,GBPUSD,BUY,0.1,1.35819,1.35719,1.35969,MrcashondoV2,2025-07-10T23:44:01.645138,,,,open,
94,502.0,63689594,USDCHF,BUY,0.08,0.7966,0.7956,0.7981,MrcashondoV2,2025-07-10T23:44:04.466317,,,,open,
95,503.0,63689596,CADJPY,BUY,0.04,107.048,106.948,107.198,MrcashondoV2,2025-07-10T23:44:07.294740,,,,open,
96,504.0,63689884,EURUSD,SELL,0.1,1.17013,1.17113,1.16863,MrcashondoV2,2025-07-10T23:59:18.040157,,,,open,
97,505.0,63689885,GBPUSD,SELL,0.1,1.35796,1.35896,1.35646,MrcashondoV2,2025-07-10T23:59:20.879895,,,,open,
98,506.0,63689886,AUDUSD,BUY,0.1,0.65936,0.65836,0.66086,MrcashondoV2,2025-07-10T23:59:23.701596,,,,open,
99,507.0,63689887,USDJPY,SELL,0.03,146.277,146.377,146.173,MrcashondoV2,2025-07-10T23:59:26.549887,,,,open,
100,508.0,63689888,USDCHF,BUY,0.08,0.79676,0.79576,0.79826,MrcashondoV2,2025-07-10T23:59:29.398868,,,,open,
101,509.0,63689889,USDCHF,BUY,0.08,0.79676,0.79576,0.79826,MrcashondoV2,2025-07-10T23:59:32.227378,,,,open,
102,510.0,63689891,GBPJPY,SELL,0.019999999999999997,198.638,198.738,198.509,MrcashondoV2,2025-07-10T23:59:35.065081,,,,open,
103,511.0,63689892,AUDCAD,BUY,0.14,0.90034,0.89934,0.90146,MrcashondoV2,2025-07-10T23:59:37.974938,,,,open,
104,512.0,63689893,CADJPY,BUY,0.04,107.115,107.015,107.265,MrcashondoV2,2025-07-10T23:59:40.900788,,,,open,
105,513.0,63690161,AUDUSD,BUY,0.1,0.65841,0.65741,0.65957,MrcashondoV2,2025-07-11T00:14:46.762742,,,,open,
106,514.0,63690162,USDJPY,BUY,0.03,146.331,146.231,146.463,MrcashondoV2,2025-07-11T00:14:49.759343,,,,open,
107,515.0,63690163,USDJPY,BUY,0.030000000000000013,146.331,146.211,146.528,MrcashondoV2,2025-07-11T00:14:52.574601,,,,open,
108,516.0,63690164,USDCHF,BUY,0.08,0.7971,0.7961,0.7986,MrcashondoV2,2025-07-11T00:14:55.398160,,,,open,
109,517.0,63690165,USDCAD,SELL,0.14,1.36662,1.36762,1.36512,MrcashondoV2,2025-07-11T00:14:58.204963,,,,open,
110,518.0,63690172,NZDUSD,BUY,0.1,0.60322,0.60222,0.6043,MrcashondoV2,2025-07-11T00:15:01.013297,,,,open,
111,519.0,63690176,GBPJPY,SELL,0.020000000000000025,198.571,198.682,198.388,MrcashondoV2,2025-07-11T00:15:03.883831,,,,open,
112,520.0,63690178,CADJPY,BUY,0.04,107.073,106.973,107.173,MrcashondoV2,2025-07-11T00:15:06.710757,,,,open,
113,521.0,63690705,USDJPY,BUY,0.03,146.394,146.294,146.556,MrcashondoV2,2025-07-11T00:30:12.553938,,,,open,
114,522.0,63690706,USDJPY,BUY,0.030000000000000013,146.394,146.269,146.599,MrcashondoV2,2025-07-11T00:30:15.417953,,,,open,
115,524.0,63692572,USDJPY,BUY,0.030000000000000013,146.752,146.622,146.966,MrcashondoV2,2025-07-11T01:40:15.277882,,,,open,
116,525.0,63692573,USDCAD,BUY,0.09,1.36849,1.36698,1.37098,MrcashondoV2,2025-07-11T01:40:17.778450,,,,open,
117,526.0,63692574,AUDUSD,BUY,0.06,0.65894,0.65721,0.6618,MrcashondoV2,2025-07-11T01:40:20.269212,,,,open,
118,527.0,63692575,NZDUSD,BUY,0.07,0.60318,0.60175,0.60554,MrcashondoV2,2025-07-11T01:40:22.759988,,,,open,
119,528.0,63692577,GBPJPY,BUY,0.019999999999999997,199.081,198.914,199.356,MrcashondoV2,2025-07-11T01:40:25.262087,,,,open,
120,529.0,63692578,GBPJPY,BUY,0.019999999999999997,199.082,198.787,199.568,MrcashondoV2,2025-07-11T01:40:27.762703,,,,open,
121,530.0,63692579,CADCHF,BUY,0.08,0.58269,0.58169,0.58419,MrcashondoV2,2025-07-11T01:40:30.311617,,,,open,
122,531.0,63692580,CADCHF,BUY,0.08,0.58269,0.58163,0.58444,MrcashondoV2,2025-07-11T01:40:32.809172,,,,open,
123,532.0,63692581,AUDCAD,BUY,0.08,0.90167,0.89991,0.90457,MrcashondoV2,2025-07-11T01:40:35.306264,,,,open,
124,533.0,63692582,CADJPY,BUY,0.040000000000000015,107.236,107.1,107.46,MrcashondoV2,2025-07-11T01:40:37.868640,,,,open,
125,534.0,63692585,CADJPY,BUY,0.039999999999999994,107.236,106.984,107.651,MrcashondoV2,2025-07-11T01:40:40.372362,,,,open,
126,535.0,63692775,USDJPY,BUY,0.030000000000000013,146.752,146.629,146.954,MrcashondoV2,2025-07-11T01:55:43.493561,,,,open,
127,536.0,63692777,USDJPY,BUY,0.03,146.752,146.544,147.095,MrcashondoV2,2025-07-11T01:55:45.986792,,,,open,
128,537.0,63692778,USDCAD,BUY,0.1,1.36952,1.36814,1.37179,MrcashondoV2,2025-07-11T01:55:48.486991,,,,open,
129,538.0,63692779,USDCAD,BUY,0.05,1.36952,1.36691,1.37381,MrcashondoV2,2025-07-11T01:55:50.998998,,,,open,
130,539.0,63692780,USDCHF,BUY,0.08,0.79767,0.79667,0.79884,MrcashondoV2,2025-07-11T01:55:53.608873,,,,open,
131,540.0,63692781,GBPJPY,BUY,0.02000000000000001,198.992,198.84,199.242,MrcashondoV2,2025-07-11T01:55:56.106407,,,,open,
132,541.0,63692782,CADCHF,BUY,0.08,0.58242,0.58142,0.58392,MrcashondoV2,2025-07-11T01:55:58.603651,,,,open,
133,542.0,63692786,CADJPY,BUY,0.04000000000000003,107.154,107.041,107.34,MrcashondoV2,2025-07-11T01:56:01.143229,,,,open,
134,543.0,63693229,USDJPY,BUY,0.030000000000000013,146.933,146.805,147.143,MrcashondoV2,2025-07-11T02:11:05.192605,,,,open,
135,544.0,63693232,USDJPY,BUY,0.03,146.933,146.709,147.302,MrcashondoV2,2025-07-11T02:11:07.695402,,,,open,
136,545.0,63693234,USDCAD,BUY,0.12,1.36936,1.36826,1.37117,MrcashondoV2,2025-07-11T02:11:10.195454,,,,open,
137,546.0,63693235,USDCAD,BUY,0.06,1.36936,1.367,1.37325,MrcashondoV2,2025-07-11T02:11:12.693948,,,,open,
138,547.0,63693237,AUDUSD,BUY,0.06,0.65874,0.65709,0.66146,MrcashondoV2,2025-07-11T02:11:15.208899,,,,open,
139,548.0,63693238,USDCHF,BUY,0.08,0.79777,0.79677,0.79888,MrcashondoV2,2025-07-11T02:11:17.703812,,,,open,
140,549.0,63693239,GBPJPY,BUY,0.019999999999999997,199.215,199.051,199.485,MrcashondoV2,2025-07-11T02:11:20.203013,,,,open,
141,550.0,63693241,GBPJPY,BUY,0.019999999999999997,199.215,198.901,199.732,MrcashondoV2,2025-07-11T02:11:22.708112,,,,open,
142,551.0,63693242,AUDCAD,BUY,0.14,0.90197,0.90097,0.90331,MrcashondoV2,2025-07-11T02:11:25.196693,,,,open,
143,552.0,63693243,AUDCAD,BUY,0.08,0.90197,0.9003,0.90472,MrcashondoV2,2025-07-11T02:11:27.719409,,,,open,
144,553.0,63693246,CADJPY,BUY,0.04000000000000003,107.298,107.187,107.481,MrcashondoV2,2025-07-11T02:11:30.215899,,,,open,
145,554.0,63693247,CADJPY,BUY,0.039999999999999994,107.298,107.06,107.69,MrcashondoV2,2025-07-11T02:11:32.724478,,,,open,
146,555.0,63693452,USDJPY,BUY,0.030000000000000013,146.95,146.829,147.149,MrcashondoV2,2025-07-11T02:26:38.641564,,,,open,
147,556.0,63693453,USDJPY,BUY,0.03,146.95,146.731,147.311,MrcashondoV2,2025-07-11T02:26:41.137121,,,,open,
148,557.0,63693454,USDCAD,BUY,0.06,1.36951,1.3673,1.37314,MrcashondoV2,2025-07-11T02:26:43.627348,,,,open,
149,558.0,63693455,NZDUSD,SELL,0.1,0.6023,0.6033,0.60119,MrcashondoV2,2025-07-11T02:26:46.138767,,,,open,
150,559.0,63693456,NZDUSD,BUY,0.08,0.6023,0.601,0.60445,MrcashondoV2,2025-07-11T02:26:48.638457,,,,open,
151,560.0,63693457,GBPJPY,BUY,0.019999999999999997,199.267,199.112,199.522,MrcashondoV2,2025-07-11T02:26:51.133749,,,,open,
152,561.0,63693458,GBPJPY,BUY,0.019999999999999997,199.267,198.969,199.759,MrcashondoV2,2025-07-11T02:26:53.670832,,,,open,
153,562.0,63693459,CADJPY,BUY,0.04,107.297,107.197,107.456,MrcashondoV2,2025-07-11T02:26:56.162391,,,,open,
154,563.0,63693460,CADJPY,BUY,0.04,107.297,107.078,107.658,MrcashondoV2,2025-07-11T02:26:58.653600,,,,open,
155,564.0,63693885,USDJPY,BUY,0.030000000000000013,147.0,146.875,147.205,MrcashondoV2,2025-07-11T02:42:05.196438,,,,open,
156,565.0,63693886,USDJPY,BUY,0.03,147.0,146.783,147.358,MrcashondoV2,2025-07-11T02:42:07.696306,,,,open,
157,566.0,63693888,USDCAD,BUY,0.07,1.37001,1.36798,1.37335,MrcashondoV2,2025-07-11T02:42:10.217318,,,,open,
158,567.0,63693889,AUDUSD,BUY,0.07,0.65824,0.65674,0.66072,MrcashondoV2,2025-07-11T02:42:12.713203,,,,open,
159,568.0,63693890,NZDUSD,SELL,0.1,0.60223,0.60323,0.60073,MrcashondoV2,2025-07-11T02:42:15.203196,,,,open,
160,569.0,63693891,NZDUSD,BUY,0.08,0.60223,0.60098,0.6043,MrcashondoV2,2025-07-11T02:42:17.689895,,,,open,
161,570.0,63693892,GBPJPY,BUY,0.019999999999999997,199.307,199.013,199.791,MrcashondoV2,2025-07-11T02:42:20.188371,,,,open,
162,571.0,63693893,AUDCAD,BUY,0.14,0.90171,0.90071,0.90282,MrcashondoV2,2025-07-11T02:42:22.684278,,,,open,
163,572.0,63693894,AUDCAD,BUY,0.09,0.90171,0.90014,0.9043,MrcashondoV2,2025-07-11T02:42:25.182575,,,,open,
164,573.0,63693895,CADJPY,BUY,0.04,107.295,107.089,107.635,MrcashondoV2,2025-07-11T02:42:27.680822,,,,open,
165,574.0,63694100,USDJPY,BUY,0.030000000000000013,147.016,146.897,147.212,MrcashondoV2,2025-07-11T02:57:33.067200,,,,open,
166,575.0,63694101,USDJPY,BUY,0.03,147.016,146.806,147.362,MrcashondoV2,2025-07-11T02:57:35.587018,,,,open,
167,576.0,63694102,USDCAD,BUY,0.14,1.3702,1.3692,1.37132,MrcashondoV2,2025-07-11T02:57:38.074176,,,,open,
168,577.0,63694103,USDCAD,BUY,0.07,1.3702,1.36837,1.37321,MrcashondoV2,2025-07-11T02:57:40.577195,,,,open,
169,578.0,63694104,AUDUSD,BUY,0.1,0.65782,0.65682,0.65932,MrcashondoV2,2025-07-11T02:57:43.062726,,,,open,
170,579.0,63694122,AUDUSD,BUY,0.07,0.65782,0.65645,0.66008,MrcashondoV2,2025-07-11T02:57:45.550727,,,,open,
171,580.0,63694140,USDCHF,BUY,0.08,0.79811,0.79711,0.7992,MrcashondoV2,2025-07-11T02:57:48.048224,,,,open,
172,581.0,63694141,GBPJPY,BUY,0.02000000000000001,199.285,199.137,199.529,MrcashondoV2,2025-07-11T02:57:50.538201,,,,open,
173,582.0,63694143,GBPJPY,BUY,0.019999999999999997,199.285,199.005,199.747,MrcashondoV2,2025-07-11T02:57:53.047399,,,,open,
174,583.0,63694145,CADJPY,BUY,0.04,107.293,107.193,107.436,MrcashondoV2,2025-07-11T02:57:55.539894,,,,open,
175,584.0,63694146,CADJPY,BUY,0.04,107.293,107.099,107.612,MrcashondoV2,2025-07-11T02:57:58.031697,,,,open,
176,585.0,63694548,USDJPY,BUY,0.030000000000000027,146.978,146.867,147.161,MrcashondoV2,2025-07-11T03:13:03.491458,,,,open,
177,586.0,63694549,AUDUSD,BUY,0.08,0.65794,0.65663,0.6601,MrcashondoV2,2025-07-11T03:13:05.979591,,,,open,
178,587.0,63694550,USDCHF,BUY,0.08,0.79759,0.79659,0.79909,MrcashondoV2,2025-07-11T03:13:08.474588,,,,open,
179,588.0,63694551,NZDUSD,SELL,0.1,0.60194,0.60294,0.60044,MrcashondoV2,2025-07-11T03:13:10.959849,,,,open,
180,589.0,63694552,NZDUSD,BUY,0.09,0.60194,0.60084,0.60376,MrcashondoV2,2025-07-11T03:13:13.517714,,,,open,
181,590.0,63694553,GBPJPY,BUY,0.02000000000000001,199.271,199.135,199.495,MrcashondoV2,2025-07-11T03:13:16.046637,,,,open,
182,591.0,63694554,GBPJPY,BUY,0.01999999999999999,199.271,199.007,199.705,MrcashondoV2,2025-07-11T03:13:18.547222,,,,open,
183,592.0,63694555,CADJPY,BUY,0.04,107.298,107.198,107.426,MrcashondoV2,2025-07-11T03:13:21.062469,,,,open,
184,593.0,63694556,CADJPY,BUY,0.04,107.298,107.119,107.593,MrcashondoV2,2025-07-11T03:13:23.573516,,,,open,
185,594.0,63694964,USDJPY,BUY,0.030000000000000027,146.882,146.778,147.053,MrcashondoV2,2025-07-11T03:28:27.467545,,,,open,
186,595.0,63694965,USDCAD,BUY,0.14,1.36918,1.36818,1.37068,MrcashondoV2,2025-07-11T03:28:29.972141,,,,open,
187,596.0,63694966,AUDUSD,BUY,0.1,0.65852,0.65752,0.66002,MrcashondoV2,2025-07-11T03:28:32.477444,,,,open,
188,597.0,63694968,AUDUSD,BUY,0.08,0.65852,0.65723,0.66064,MrcashondoV2,2025-07-11T03:28:35.021563,,,,open,
189,598.0,63694969,USDCHF,BUY,0.08,0.79724,0.79624,0.79838,MrcashondoV2,2025-07-11T03:28:37.520938,,,,open,
190,599.0,63694973,NZDUSD,SELL,0.1,0.60223,0.60323,0.60073,MrcashondoV2,2025-07-11T03:28:40.018421,,,,open,
191,600.0,63694974,GBPJPY,BUY,0.02000000000000001,199.254,199.129,199.46,MrcashondoV2,2025-07-11T03:28:42.507909,,,,open,
192,601.0,63694975,AUDCAD,BUY,0.1,0.90156,0.90025,0.90372,MrcashondoV2,2025-07-11T03:28:45.039440,,,,open,
193,602.0,63694976,CADJPY,BUY,0.04,107.274,107.174,107.393,MrcashondoV2,2025-07-11T03:28:47.580272,,,,open,
194,603.0,63695321,USDCAD,BUY,0.14,1.36933,1.36833,1.37083,MrcashondoV2,2025-07-11T03:43:51.779291,,,,open,
195,604.0,63695322,USDCAD,BUY,0.09,1.36933,1.36778,1.37188,MrcashondoV2,2025-07-11T03:43:54.282927,,,,open,
196,605.0,63695324,USDCHF,BUY,0.08,0.79723,0.79623,0.79834,MrcashondoV2,2025-07-11T03:43:56.831087,,,,open,
197,606.0,63695325,GBPJPY,BUY,0.01999999999999999,199.244,199.007,199.635,MrcashondoV2,2025-07-11T03:43:59.340258,,,,open,
198,607.0,63695326,AUDCAD,BUY,0.11,0.9018,0.90054,0.90388,MrcashondoV2,2025-07-11T03:44:01.832413,,,,open,
